gatename,gate_in_1,gate_in_2,gate_in_3,gate_in_4,gate_in_5,fan_in_1,fan_in_2,fan_in_3,fan_in_4,fan_in_5,in_flipflop_1,in_flipflop_2,in_flipflop_3,in_flipflop_4,in_flipflop_5,out_flipflop_1,out_flipflop_2,out_flipflop_3,out_flipflop_4,out_flipflop_5,in_near_flipflop,out_near_flipflop,in_multiplexer_1,in_multiplexer_2,in_multiplexer_3,in_multiplexer_4,in_multiplexer_5,out_multiplexer_1,out_multiplexer_2,out_multiplexer_3,out_multiplexer_4,out_multiplexer_5,in_near_multiplexer,out_near_multiplexer,in_const_1,in_const_2,in_const_3,in_const_4,in_const_5,out_const_1,out_const_2,out_const_3,out_const_4,out_const_5,inv_1,inv_2,inv_3,inv_4,inv_5,loop_1,loop_2,loop_3,loop_4,loop_5,DPI,DPO,label
rec_dataH_temp_reg_6_,6,10,14,17,30,2,6,10,15,22,0,3,0,3,2,0,2,0,1,0,2,2,2,0,3,0,3,2,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,2,0
rec_dataH_reg_6_,3,6,9,13,17,1,3,6,11,16,0,2,0,4,0,0,1,0,1,0,2,2,1,0,3,0,4,1,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_par_dataH_reg_5_,3,4,7,13,21,1,3,5,11,16,0,1,0,3,2,0,2,0,5,0,2,2,1,0,1,0,2,2,0,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,0,0,1,0,0,4,0
rec_dataH_temp_reg_5_,6,10,14,17,30,2,6,10,15,22,0,3,0,3,2,0,2,0,2,0,2,2,2,0,3,0,3,2,0,2,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,2,0
rec_dataH_reg_5_,3,6,9,13,17,1,3,6,11,16,0,2,0,4,0,0,1,0,1,0,2,2,1,0,3,0,4,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_par_dataH_reg_4_,3,4,7,13,21,1,3,5,11,16,0,1,0,3,2,0,2,0,5,0,2,2,1,0,1,0,2,2,0,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,0,0,1,0,0,4,0
rec_dataH_temp_reg_4_,6,10,14,17,30,2,6,10,15,22,0,3,0,3,2,0,2,0,2,0,2,2,2,0,3,0,3,2,0,2,0,2,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,2,0
rec_dataH_reg_4_,3,6,9,13,17,1,3,6,11,16,0,2,0,4,0,0,1,0,1,0,2,2,1,0,3,0,4,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_par_dataH_reg_3_,3,4,7,13,21,1,3,5,11,16,0,1,0,3,2,0,2,0,5,0,2,2,1,0,1,0,2,2,0,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,0,0,1,0,0,4,0
rec_dataH_temp_reg_3_,6,10,14,17,30,2,6,10,15,22,0,3,0,3,2,0,2,0,2,0,2,2,2,0,3,0,3,2,0,2,0,2,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,2,0
rec_dataH_reg_3_,3,6,9,13,17,1,3,6,11,16,0,2,0,4,0,0,1,0,1,0,2,2,1,0,3,0,4,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_par_dataH_reg_2_,3,4,7,13,21,1,3,5,11,16,0,1,0,3,2,0,2,0,5,0,2,2,1,0,1,0,2,2,0,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,0,0,1,0,0,4,0
rec_dataH_temp_reg_2_,6,10,14,17,30,2,6,10,15,22,0,3,0,3,2,0,2,0,2,0,2,2,2,0,3,0,3,2,0,2,0,2,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,2,0
rec_dataH_reg_2_,3,6,9,13,17,1,3,6,11,16,0,2,0,4,0,0,1,0,1,0,2,2,1,0,3,0,4,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_par_dataH_reg_1_,3,4,7,13,21,1,3,5,11,16,0,1,0,3,2,0,2,0,5,0,2,2,1,0,1,0,2,2,0,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,0,0,1,0,0,4,0
rec_dataH_temp_reg_1_,6,10,14,17,27,2,6,10,15,22,0,3,0,3,2,0,2,0,2,0,2,2,2,0,3,0,3,2,0,2,0,2,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,2,0
rec_dataH_reg_1_,3,6,9,13,17,1,3,6,11,16,0,2,0,4,0,0,1,0,1,0,2,2,1,0,3,0,4,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_par_dataH_reg_0_,3,4,7,14,21,1,3,5,11,17,0,1,0,3,2,0,2,0,4,0,2,2,1,0,1,0,2,2,0,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,0,1,0,0,4,0
rec_dataH_temp_reg_0_,6,10,11,16,28,2,6,10,16,24,0,3,0,4,2,0,2,0,2,0,2,2,2,0,3,0,4,2,0,2,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,2,2,1,0,0,0,0,0,2,0
rec_dataH_reg_0_,3,6,9,15,20,1,3,6,12,19,0,2,0,4,0,0,1,0,1,0,2,2,1,0,3,0,4,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_recd_bitCntrH_reg_3_,3,4,7,14,24,1,3,5,11,17,0,1,0,2,2,0,1,0,2,1,2,2,1,0,1,0,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,1,0,0,1,1,0,10,0
iRECEIVER_recd_bitCntrH_reg_0_,3,4,7,14,18,1,3,5,10,15,0,1,0,2,2,0,1,0,3,0,2,2,1,0,1,0,1,1,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,0,0,2,0,0,10,0
iRECEIVER_recd_bitCntrH_reg_1_,3,4,7,14,25,1,3,5,11,16,0,1,0,2,2,0,1,0,2,1,2,2,1,0,1,0,1,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,1,0,0,1,1,0,10,0
iRECEIVER_recd_bitCntrH_reg_2_,3,4,7,14,24,1,3,5,11,17,0,1,0,2,2,0,1,0,2,0,2,2,1,0,1,0,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,0,1,1,0,10,0
iXMIT_bitCell_cntrH_reg_3_,3,5,8,18,27,1,3,6,13,22,0,1,0,3,0,0,1,0,2,0,2,2,1,0,1,0,2,1,0,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,1,0,0,1,0,0,5,0
iXMIT_bitCell_cntrH_reg_0_,3,5,9,16,22,1,3,6,11,20,0,1,1,2,0,1,1,1,1,3,2,1,1,0,1,0,2,1,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,9,1,0,1,0,0,0,5,0
iXMIT_bitCell_cntrH_reg_1_,3,5,8,19,26,1,3,6,12,19,0,1,0,3,0,0,1,1,2,0,2,2,1,0,1,0,2,1,0,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,0,0,1,0,0,10,0
iXMIT_xmit_ShiftRegH_reg_0_,3,6,11,16,26,1,3,7,13,18,0,1,1,2,1,0,2,1,1,0,2,2,1,0,1,0,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,1,0,0,0,3,0
iRECEIVER_rec_datSyncH_reg,3,3,3,6,6,1,2,3,5,6,0,1,0,2,0,0,2,0,10,0,2,2,1,0,1,0,1,2,0,3,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,3,0
iRECEIVER_rec_datH_reg,3,6,6,7,10,1,3,5,8,10,0,2,0,2,0,0,1,0,5,0,2,2,1,0,2,0,1,1,0,5,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,1,0,0,1,0,0,5,0
U291,4,5,6,12,15,2,4,6,10,14,1,0,1,2,2,8,0,8,0,0,1,1,0,1,0,1,2,0,15,0,1,0,2,2,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0
U1,5,7,16,26,41,2,5,11,20,27,1,0,2,3,1,1,0,1,0,2,1,1,0,1,0,2,3,0,1,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,1,0,0,10,0
U2,5,7,16,27,39,2,5,11,19,25,1,0,2,3,0,1,0,1,0,1,1,1,0,1,0,2,3,0,1,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,1,0,0,10,0
U34,5,7,14,22,33,2,5,9,15,20,1,0,1,3,0,1,0,1,0,1,1,1,0,1,0,1,3,0,1,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,1,0,0,10,0
U37,2,5,9,13,22,1,3,6,11,16,0,1,0,3,0,1,0,1,0,1,2,1,0,0,1,0,3,0,1,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,0,10,0
U40,7,16,28,49,74,2,7,17,30,46,1,1,4,6,3,1,0,1,1,1,1,1,0,1,1,4,6,0,1,1,1,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,14,15,1,0,0,0,2,0,5,0
U43,7,11,30,53,80,2,7,16,27,39,1,0,4,4,4,1,0,1,0,3,1,1,0,1,0,4,4,0,1,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,0,0,1,2,0,5,0
U46,5,9,17,23,41,2,5,12,20,33,1,0,4,1,5,1,0,1,0,1,1,1,0,1,0,4,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,2,0
U49,6,11,18,30,39,2,6,13,18,22,1,1,2,1,1,1,0,1,1,2,1,1,0,1,1,2,1,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,0,1,0,0,0,10,0
U52,6,11,18,30,41,2,6,13,19,24,1,1,2,2,1,1,0,1,0,2,1,1,0,1,1,2,2,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1,0,0,0,10,0
U53,6,11,18,30,44,2,6,13,19,25,1,1,2,2,2,1,0,1,0,2,1,1,0,1,1,2,2,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1,0,0,0,10,0
U54,6,11,18,30,44,2,6,13,19,25,1,1,2,2,2,1,0,1,0,2,1,1,0,1,1,2,2,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1,0,0,0,10,0
U70,6,11,18,30,44,2,6,13,19,25,1,1,2,2,2,1,0,1,0,2,1,1,0,1,1,2,2,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1,0,0,0,5,0
U76,6,11,18,30,43,2,6,13,19,25,1,1,2,2,2,1,0,1,0,2,1,1,0,1,1,2,2,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1,0,0,0,5,0
U78,5,8,15,24,38,2,5,11,17,22,1,0,2,2,1,1,0,1,0,2,1,1,0,1,0,2,2,0,1,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,0,0,4,0
U81,4,7,13,21,33,2,4,10,17,25,1,0,2,0,1,1,0,1,0,1,1,1,0,1,0,2,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,4,7,1,0,0,1,1,0,5,0
U84,4,7,13,21,34,2,4,10,17,24,1,0,2,0,1,1,0,1,0,1,1,1,0,1,0,2,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,4,6,1,0,0,1,1,0,10,0
U86,4,7,13,22,33,2,4,10,16,22,1,0,2,0,1,1,0,1,0,1,1,1,0,1,0,2,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,4,5,1,0,0,1,1,0,10,0
U98,4,7,12,17,33,2,4,9,16,26,1,0,2,0,2,1,0,1,0,1,1,1,0,1,0,2,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,4,6,1,0,0,2,0,0,10,0
U103,5,9,18,30,43,2,5,12,19,28,1,0,3,0,2,1,0,1,1,2,1,1,0,1,0,3,0,0,1,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,1,0,0,1,1,0,2,0
U104,4,7,11,26,45,2,4,9,16,26,1,0,1,2,4,1,1,1,0,4,1,1,0,1,0,1,2,0,1,0,4,7,2,2,0,0,0,0,0,0,0,0,0,0,1,1,5,5,6,1,0,0,0,1,0,2,0
U105,5,10,20,36,52,2,5,14,23,35,1,0,3,2,5,1,0,1,1,7,1,1,0,1,0,3,2,0,1,0,7,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,1,0,0,1,2,0,3,0
U110,5,8,18,28,42,2,5,12,21,29,1,0,3,0,4,1,0,1,0,1,1,1,0,1,0,3,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,1,0,0,10,0
U115,6,6,7,10,16,2,4,7,10,14,2,0,2,0,1,1,0,1,0,4,1,1,0,2,0,2,0,0,1,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,0,0,1,0,0,10,0
U119,3,3,6,6,7,1,2,4,6,8,1,0,2,0,1,1,0,2,0,9,1,1,0,1,0,2,0,0,2,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,0
U121,6,11,16,26,38,2,6,13,18,24,1,1,2,1,0,1,0,2,0,1,1,1,0,1,1,2,1,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,0,1,0,0,0,4,0
U122,5,8,19,26,41,2,5,11,19,27,1,0,3,0,4,1,0,1,1,1,1,1,0,1,0,3,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,1,0,0,10,0
U130,5,9,16,22,41,2,5,11,20,29,1,1,2,0,4,1,1,1,0,1,1,1,0,1,1,2,0,0,1,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,1,0,1,0,0,0,10,0
U133,5,8,18,27,41,2,5,12,22,30,1,0,3,0,4,1,0,1,0,1,1,1,0,1,0,3,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,1,0,0,10,0
U134,4,7,14,24,36,2,4,10,17,24,1,0,2,2,3,1,0,1,0,1,1,1,0,1,0,2,2,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,1,0,0,1,1,0,10,0
U136,4,7,14,25,36,2,4,10,16,22,1,0,2,2,3,1,0,1,0,1,1,1,0,1,0,2,2,0,1,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,1,0,0,1,1,0,10,0
U139,4,7,14,18,19,2,4,9,15,19,1,0,2,2,2,1,0,1,0,2,1,1,0,1,0,2,2,0,1,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,1,0,0,2,0,0,10,0
U140,4,7,14,24,35,2,4,10,17,25,1,0,2,2,3,1,0,1,0,1,1,1,0,1,0,2,2,0,1,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,1,0,0,1,1,0,10,0
U141,6,9,15,20,33,2,5,11,18,31,2,0,4,0,8,1,0,1,0,1,1,1,0,3,0,4,0,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0
U142,6,6,10,16,27,2,4,8,13,23,2,0,3,0,6,1,0,2,0,2,1,1,0,2,0,4,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,3,0
U143,4,7,14,21,33,2,4,10,17,25,1,0,3,2,1,1,0,2,0,3,1,1,0,1,0,3,2,0,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,1,0,0,1,0,0,5,0
U144,6,9,13,17,22,2,5,10,15,22,2,0,4,0,4,1,0,1,0,1,1,1,0,3,0,4,0,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0
U145,6,9,11,15,25,2,5,10,15,24,2,0,3,0,5,1,0,2,0,2,1,1,0,3,0,3,0,0,2,0,2,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,2,2,4,1,0,0,0,0,0,3,0
U146,4,7,13,21,28,2,4,10,16,21,1,0,3,2,1,1,0,2,0,4,1,1,0,1,0,3,2,0,2,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,1,0,0,1,0,0,5,0
U147,6,9,13,17,20,2,5,10,15,21,2,0,4,0,4,1,0,1,0,1,1,1,0,3,0,4,0,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0
U148,6,9,11,18,26,2,5,10,15,23,2,0,3,0,4,1,0,2,0,2,1,1,0,3,0,3,0,0,2,0,2,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,2,2,4,1,0,0,0,0,0,3,0
U149,4,7,13,21,27,2,4,10,16,21,1,0,3,2,1,1,0,2,0,4,1,1,0,1,0,3,2,0,2,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,1,0,0,1,0,0,5,0
U150,6,9,13,17,20,2,5,10,15,21,2,0,4,0,4,1,0,1,0,1,1,1,0,3,0,4,0,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0
U151,6,9,11,18,26,2,5,10,15,23,2,0,3,0,4,1,0,2,0,2,1,1,0,3,0,3,0,0,2,0,2,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,2,2,4,1,0,0,0,0,0,3,0
U152,4,7,13,21,27,2,4,10,16,21,1,0,3,2,1,1,0,2,0,4,1,1,0,1,0,3,2,0,2,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,1,0,0,1,0,0,5,0
U153,6,9,13,17,20,2,5,10,15,21,2,0,4,0,4,1,0,1,0,1,1,1,0,3,0,4,0,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0
U154,6,9,11,18,26,2,5,10,15,23,2,0,3,0,4,1,0,2,0,2,1,1,0,3,0,3,0,0,2,0,2,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,2,2,4,1,0,0,0,0,0,3,0
U155,4,7,13,21,27,2,4,10,16,21,1,0,3,2,1,1,0,2,0,4,1,1,0,1,0,3,2,0,2,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,1,0,0,1,0,0,5,0
U156,6,9,13,17,20,2,5,10,15,21,2,0,4,0,4,1,0,1,0,1,1,1,0,3,0,4,0,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0
U157,6,9,11,18,26,2,5,10,15,23,2,0,3,0,4,1,0,2,0,2,1,1,0,3,0,3,0,0,2,0,2,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,2,2,4,1,0,0,0,0,0,3,0
U158,4,7,13,21,27,2,4,10,16,21,1,0,3,2,1,1,0,2,0,4,1,1,0,1,0,3,2,0,2,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,1,0,0,1,0,0,5,0
U159,6,9,13,17,20,2,5,10,15,21,2,0,4,0,4,1,0,1,0,1,1,1,0,3,0,4,0,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0
U160,6,9,11,18,26,2,5,10,15,23,2,0,3,0,4,1,0,2,0,1,1,1,0,3,0,3,0,0,2,0,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,2,2,4,1,0,0,0,0,0,3,0
U161,4,7,13,21,27,2,4,10,16,21,1,0,3,2,1,1,0,2,0,4,1,1,0,1,0,3,2,0,2,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,3,5,1,0,0,1,0,0,5,0
U162,6,9,13,17,20,2,5,10,15,21,2,0,4,0,4,1,0,1,0,2,1,1,0,3,0,4,0,0,1,0,2,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,0
U163,6,9,11,18,26,2,5,10,15,23,2,0,3,0,4,1,0,1,0,1,1,1,0,3,0,3,0,0,1,0,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,2,2,4,1,0,0,0,0,0,1,0
U164,4,7,13,21,29,2,4,10,16,21,1,0,3,2,2,1,0,2,0,3,1,1,0,1,0,3,2,0,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,1,0,0,1,0,0,3,0
U165,6,12,15,21,40,2,6,10,15,23,1,2,2,1,1,1,0,9,0,9,1,1,0,1,2,2,1,0,2,0,16,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0
U166,5,6,14,26,46,2,5,8,17,27,1,0,1,4,3,1,0,1,3,2,1,1,0,1,0,1,4,0,1,2,2,17,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,14,16,1,0,0,0,0,0,5,0
iDatasend_reg_1,5,8,19,26,41,2,5,11,19,27,1,0,3,0,4,0,0,0,0,0,1,10,0,1,0,3,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,4,1
iDatasend_reg_2,6,11,16,26,38,2,6,13,18,24,1,1,2,1,0,0,0,0,0,0,1,10,0,1,1,2,1,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,0,0,0,0,0,4,1
